GK-0003;;3;332,00;
GK-0002;;2;190,00;
TW-1042;;1;3 949,00;1
TH-T014;;3;2 922,00;1
TH-T013;;2;6 950,00;1
TH-T006;;1;3 159,00;1
TH-M223M;;1;14 216,00;1
TH-M138;;5;3 633,00;
TH-M103S;;2;6 002,00;1
TH-M051-1MS;;8;16 111,00;1
TH-M030S;;1;4 107,00;1
TH-M026S;;1;2 843,00;1
TH-M017;;2;3 791,00;
TH-M008;;2;4 107,00;
TH-M006;;1;3 791,00;1
TH-M005;;1;3 001,00;
TH-KA001-1;TKP7C6M;3;2 922,00;
TH-K088S;;3;3 791,00;
TH-K076;;2;4 739,00;1
TH-K063M;;3;11 688,00;1
TH-K061MS;;5;9 003,00;1
TH-K049-1MS;;10;10 188,00;1
TH-K046;;1;3 317,00;1
TH-K041S;;6;3 949,00;1
TH-K039MS;;1;10 504,00;1
TH-K036MS;без крутилки 0136;9;9 951,00;1
TH-K020MS;;1;9 003,00;1
TH-K012;;1;5 054,00;1
TH-K001-1S;;2;2 606,00;1
TH-I154M;;1;11 846,00;1
TH-I136MS;;20;9 477,00;1
TH-I049MS;;1;10 583,00;1
TH-I049-1MS;;1;10 583,00;1
TH-I047MS;;5;7 898,00;1
TH-I034S;;1;4 423,00;1
TH-I033S;;5;4 265,00;1
TH-I028;;1;5 844,00;1
TH-I019;;2;2 843,00;
TH-I012;;12;2 685,00;1
TH-I005;;2;3 633,00;1
TH-H073;;4;5 607,00;
TH-G516;;3;8 371,00;1
TH-G396;;1;3 238,00;1
TH-G379;;2;8 213,00;
TH-G288;;3;4 739,00;1
TH-G274M;;1;14 847,00;1
TH-G269MS;;2;11 688,00;
TH-G252S;;3;3 791,00;1
TH-G236;;2;3 159,00;1
TH-G222MS;;2;11 530,00;
TH-G170;;2;3 870,00;1
TH-G164-1S;;2;4 739,00;
TH-G154S;;2;3 001,00;1
TH-G143;;4;3 159,00;1
TH-G132MS;;1;10 425,00;1
TH-G121S;;3;3 475,00;1
TH-G076;;2;5 370,00;1
TH-G058MS;;1;9 793,00;
TH-G023;;2;3 080,00;1
TH-CZ007S;;5;4 581,00;1
TH-Co001-1MS;;3;11 688,00;1
TH-BW038;;2;6 002,00;1
CH-BW004;;2;6 002,00;
TN-EAW-002;B;5;1 106,00;1
TN-EAW-003;D;9;1 106,00;1
TN-EAW-001;;4;1 106,00;1
TN-EAW-001-1;;3;2 211,00;
TN-EAI-003;D;4;1 580,00;1
TN-EAI-001;C;8;1 422,00;1
TN-EAI-002;;2;1 422,00;
AC-T024e;;1;6 792,00;1
AC-T017;;1;1 058,00;
AC-S030-1;;1;1 501,00;1
TN-AC-M219e;;3;7 108,00;
AC-M168;;1;2 685,00;1
AC-M123;;2;1 137,00;
AC-M121eh;;2;6 792,00;1
TN-AC-M109e;;2;17 375,00;
AC-M069;;1;1 295,00;1
AC-M049;;2;1 185,00;
AC-M034-2eh;;2;6 950,00;1
AC-M031;;3;1 343,00;1
AC-M027;;2;1 737,00;
AC-M011;;2;1 658,00;1
AC-M006;;2;1 137,00;1
AC-KA004;;1;1 422,00;
AC-KA001;;7;1 042,00;1
AC-K302e;;2;11 214,00;1
AC-K234e;;2;6 318,00;
AC-K217eh;;3;9 477,00;1
AC-K195e;;2;12 478,00;1
AC-K162eh;;1;4 107,00;1
AC-K158eh;;1;4 265,00;1
AC-K146;;2;1 532,00;
AC-K143e;;1;15 795,00;1
AC-K143-1e;;2;15 795,00;1
AC-K132e;;1;4 896,00;1
AC-K112;;2;2 527,00;
AC-K111e;;1;6 160,00;
AC-K109;;2;1 580,00;1
AC-K106eh;;3;7 108,00;1
AC-K105eh;;1;7 740,00;
AC-K103-2v;;2;853,00;1
AC-K103-1ev;AC-K067-1ev / AC-K299-2ev;2;790,00;1
AC-K103;;3;1 106,00;1
AC-K099e;;3;9 635,00;1
AC-K085;;2;1 106,00;1
AC-K083;;1;1 516,00;
AC-K041;Старое AC-K080,AC-K079;2;1 343,00;1
AC-K074;;2;1 027,00;1
AC-K050;Старое AC-K001;3;1 074,00;1
AC-K043e;;1;5 370,00;1
AC-K038;Старое AC-K080-1;1;1 580,00;1
AC-K024;;3;1 216,00;
AC-I166e;;1;7 424,00;
AC-I162-1ev;;3;1 895,00;1
AC-I099e;;1;6 002,00;1
AC-I098e;;2;7 108,00;1
AC-I097;Старое AC-I091-3;4;1 264,00;1
AC-I073-1ev;;4;2 290,00;1
AC-I040-1ev;Старое AC-I093-1e/ AC-G276-1ev;2;1 658,00;
AC-I038;;3;1 121,00;1
AC-I026;;2;1 501,00;1
AC-I021;;2;1 264,00;
AC-I008;;2;1 895,00;
AC-H034;;1;1 295,00;1
AC-H004;;3;1 580,00;1
AC-H003;;2;1 137,00;1
AC-H002;;12;1 137,00;1
AC-G516eh;;2;7 266,00;
AC-G509e;;2;9 793,00;1
AC-G505eh;;2;3 791,00;1
AC-G432eh;;2;6 950,00;1
AC-G394eh;;1;6 792,00;1
AC-G385-1eh;;1;6 476,00;1
AC-G383eh;;1;4 265,00;1
AC-G349eh;;2;4 265,00;1
AC-G323;;3;1 737,00;
AC-G318e;;1;5 212,00;1
AC-G299e;;1;5 054,00;
AC-G294eh;;1;4 186,00;1
AC-G293eh;;1;4 265,00;1
AC-G292eh;;1;4 423,00;
AC-G284-2v;;1;979,00;1
AC-G275e;;1;5 212,00;
AC-G275-1ev;;2;2 922,00;
AC-G263eh;;2;6 950,00;
AC-G393eh;AC-G263-1eh;2;7 424,00;
AC-G260eh;;1;6 792,00;1
AC-G258eh;;2;6 950,00;
AC-G251eh;;3;4 107,00;
AC-G250eh;;2;4 107,00;1
AC-G234eh;;1;4 265,00;1
AC-G234-1eh;;1;7 740,00;
AC-G228eh;;3;7 266,00;1
AC-G222eh;;1;7 108,00;
AC-G216e;;2;4 739,00;1
AC-G112-2;;2;1 501,00;
AC-G076;;1;1 422,00;1
AC-G072;;2;1 737,00;
AC-G034;;2;1 422,00;1
AC-CZ002;;2;1 295,00;1
AC-BW033e;;1;7 582,00;1
AC-BW010;;2;1 990,00;1
AC-BW008-1;;2;1 658,00;
AC-BW008;;2;1 816,00;
AC-BW004;;3;1 232,00;1
AC-BM001e;;2;5 370,00;
TF035-VG5;;4;6 318,00;1
TF035-VG3;;2;6 002,00;1
TF035-029;;2;5 054,00;1
TF035-012;;1;5 370,00;1
TF035-009;;1;5 054,00;1
TF035-000;;6;5 686,00;1
TD05-025;;3;6 950,00;1
TD05-004;;2;6 318,00;1
TD04-VG8;;1;7 898,00;
TD04-VG7;;2;7 898,00;1
TD04-VG14;;3;7 740,00;1
TD04-VG1;;1;6 634,00;1
TD04-138BR;;2;7 740,00;1
TD04-121B;;1;7 582,00;1
TD04-073;;2;6 634,00;1
TD04-066;;3;5 528,00;1
TD04-059;;2;5 686,00;1
TD04-054R;;11;6 002,00;1
TD04-049;;1;8 213,00;1
TD04-048;;1;5 686,00;1
TD04-046;;1;6 160,00;1
TD04-039;;4;5 370,00;1
TD04-036R;;2;6 476,00;1
TD04-010;;4;6 476,00;
TD04-006;;4;6 476,00;1
TD04-002;;3;5 054,00;1
TD04-000;;2;5 054,00;1
TD03-005;;1;6 002,00;1
TD02-042BR;;7;6 792,00;1
TD02-023;;1;5 370,00;
TD02-017;;2;5 212,00;1
TD02-016;;3;4 896,00;
TD02-014BR;;2;6 318,00;1
TD02-004;;8;5 370,00;1
TD02-000;;1;4 581,00;1
TA51-001;;2;10 583,00;1
TA45-004;;1;9 635,00;1
T4-063;;1;7 424,00;1
T4-042;;2;7 740,00;1
T2-052;;3;5 370,00;1
T2-051;;2;5 212,00;
T2-048;;3;6 318,00;1
T2-026;;1;5 528,00;
T2-018;;3;4 896,00;
T2-006;;3;6 160,00;1
T2-002;;2;6 318,00;1
T2-000;;2;4 739,00;1
S4-101B;;2;25 272,00;1
S4-039;;2;16 585,00;
S4-020;Старое S4-042;1;16 427,00;1
S4-019B;;2;15 321,00;1
S4-008B;;3;15 321,00;
S4-003;;2;12 478,00;1
S3-104;;5;10 583,00;1
S3-044;;1;15 479,00;1
S3-018;;1;13 426,00;1
S2-141;S200 метан;4;7 582,00;1
S2-083;;2;9 003,00;1
S2-073;;1;10 109,00;1
S2-015;;1;8 845,00;1
S2-006;S2B;9;8 055,00;1
S1-009;;2;6 002,00;1
S1-006;;2;5 370,00;1
S1-002;;2;6 318,00;1
S1-001;;2;6 002,00;1
S1-000;;1;5 370,00;1
RHF5-045;;2;7 424,00;1
RHF5-037;;1;6 792,00;1
RHF5-033BR;;1;8 213,00;1
RHF5-031BR;;1;7 740,00;1
RHF5-027;;9;6 792,00;1
RHF5-026;;12;6 792,00;1
RHF5-024-1;;2;7 582,00;1
RHF5-024;;1;7 582,00;1
RHF5-008;;1;6 792,00;1
RHF5-007;Старое RHF5-060;2;7 108,00;1
RHF5-005G;;5;13 426,00;1
RHF5-001;;6;6 634,00;1
RHF4-083B;;1;8 371,00;
RHF4-081;;2;6 792,00;1
RHF4-072B;;2;7 424,00;1
RHF4-059BR;;8;8 055,00;1
RHF4-053;;7;7 898,00;1
RHF4-052-1;;2;7 740,00;1
RHF4-052;;7;7 898,00;1
RHF4-051B;;1;7 898,00;1
RHF4-042;;2;6 476,00;1
RHF4-037-1;;3;8 371,00;1
RHF4-033;;10;8 055,00;1
RHF4-032;;2;6 318,00;1
RHF4-029;;1;6 318,00;1
RHF4-028;;1;6 792,00;1
RHF4-027;;1;6 318,00;1
RHF4-026;;2;7 108,00;
RHF4-023;;2;6 634,00;
RHF4-017;;1;7 582,00;1
RHF4-016;;6;6 318,00;1
RHF4-012;;3;6 160,00;1
RHF4-011;;2;6 318,00;
RHF4-010;Старое RHF4-046;1;6 318,00;1
RHF3-055B;;4;7 266,00;1
RHF3-053B;;8;7 266,00;1
RHF3-052;;3;6 950,00;1
RHF3-033B;;1;7 740,00;1
RHF3-030;;2;7 108,00;1
RHF3-012B;;3;7 108,00;1
RHF3-011;;2;7 582,00;1
RHB5-011;;2;6 950,00;1
RH6-027;;2;9 951,00;1
R2S-044-LB;;2;12 320,00;1
R2S-044-HB;;2;7 266,00;1
R2S-042-L;;5;7 740,00;1
R2S-021-H;R2S-042-H;1;5 054,00;1
R2S-039-HB;;1;6 476,00;1
R2S-036-HB;;1;7 266,00;1
R2S-035-LBR;;3;7 898,00;1
R2S-035-HB;;2;6 634,00;1
R2S-035-1-LB;;2;7 898,00;1
R2S-031-HB;;4;5 844,00;1
R2S-028-HB;;2;6 160,00;1
R2S-021-L;;1;6 792,00;1
R2S-018-L;;1;12 478,00;1
R2S-013-L;;1;6 634,00;1
R2S-012-HB;;2;9 003,00;1
R2S-011-L;Старое R2S-011-L / K26-006;4;7 898,00;1
R2S-009-LB;;6;6 160,00;1
R2S-007-L;;2;10 899,00;1
R2S-005-LB;;5;6 318,00;1
R2S-003-HB;;6;4 739,00;1
R2S-001-LB;Старое R2S-016-L;7;6 002,00;1
R2S-000-LB;;4;6 160,00;1
R2S-000-L1B;;1;5 844,00;1
R2S-000-HB;;4;5 370,00;1
NGT-010BR;;1;6 792,00;1
KY-007B;;2;20 534,00;1
KY-003B;;1;20 534,00;1
KP39-035B;;1;6 318,00;1
KP39-034;;1;6 160,00;1
KP39-025;;7;6 160,00;1
KP39-024;;1;6 160,00;1
KP39-022;Старое R2S-025-H;1;5 212,00;1
KP39-021;;4;6 318,00;1
KP39-020;;3;6 002,00;1
KP39-015;;1;6 318,00;1
KP39-013;;3;5 528,00;1
KP39-012;;2;5 528,00;1
KP39-007;;3;5 844,00;1
KP39-004;;2;5 686,00;1
KP39-001;;8;5 212,00;1
KP35-014;;3;6 002,00;1
KP35-013;;2;5 054,00;1
KP35-010B;пара: K16-028;2;6 160,00;1
KP35-005;;9;5 054,00;1
KP35-003;;1;4 739,00;1
KAM-029;TKP80.15.13;8;8 845,00;1
KAM-028;TKP50;6;7 108,00;1
K31-021B;;1;13 742,00;1
K31-009B;;5;13 584,00;1
K31-004-C;;3;13 426,00;1
K31-003;;2;12 478,00;
K29-003B;;2;12 636,00;1
K29-002;;1;11 530,00;1
K29-000B;;6;12 636,00;1
K27-005-C1;;2;8 845,00;1
K26-027B;;1;10 109,00;1
K24-006;Старое K24-022;2;7 582,00;1
K16-028;пара: KP35-010B;2;6 792,00;1
K16-011;;1;6 318,00;1
K16-000B;;2;5 528,00;1
K14-017;;6;6 476,00;1
K14-011;;1;5 844,00;1
K14-009;;6;5 844,00;1
K14-004;;2;6 476,00;1
K0CG-011B;;1;7 740,00;1
K0CG-010BR;;3;7 740,00;1
K0CG-003BR;;3;7 740,00;1
K04-063;;1;6 476,00;1
K04-036;;1;7 108,00;1
K04-034B;;1;6 002,00;1
K04-020-C;;1;5 370,00;1
K04-019;;4;6 160,00;1
K04-017;;8;7 740,00;1
K04-010;;1;7 108,00;
K04-007;;3;6 002,00;
K04-004;;2;5 212,00;1
K04-000;;2;5 212,00;1
K03-176;;1;6 318,00;1
K03-129B;;2;7 740,00;1
K03-125;;1;6 792,00;1
K03-114B;;21;7 740,00;1
K03-108B;;1;7 898,00;
K03-107B;;2;7 108,00;1
K03-100B;;2;7 266,00;1
K03-095B;;3;8 213,00;1
K03-094B;;1;6 634,00;1
K03-093;;4;5 844,00;1
K03-078B;;2;8 055,00;1
K03-067BR;;1;7 108,00;1
K03-062B;;3;7 108,00;1
K03-056;;6;6 002,00;1
K03-054B;;3;6 476,00;1
K03-043B;;3;6 792,00;1
K03-041;;9;6 160,00;1
K03-040;;3;6 002,00;1
K03-039B;;1;6 318,00;1
K03-036;;1;5 844,00;1
K03-023;;3;4 896,00;1
K03-016;;1;5 844,00;1
K03-013;;3;4 896,00;1
K03-009;;1;5 686,00;1
K03-004-1;;2;5 844,00;1
K03-003;;4;4 896,00;1
K03-000;;1;4 896,00;1
HY55-015B;;2;45 490,00;1
HY55-008;;5;38 856,00;1
HY55-003;;1;38 382,00;1
HY55-002;;1;38 224,00;1
HY40-004B;;2;38 540,00;1
HX5-089;;2;11 530,00;1
HX5-059;;6;11 372,00;1
HX5-057;;1;10 267,00;1
HX5-042B;;2;13 268,00;1
HX5-018B;;2;13 426,00;1
HX5-011;;1;12 162,00;1
HX5-008;;1;11 530,00;1
HX5-007;;1;11 214,00;1
HX5-003;;2;12 320,00;1
HX5-001;;2;10 583,00;
HX5-000-C;;1;12 004,00;
HX-179-C;;4;8 213,00;
HX-092;;1;7 424,00;1
HX-056;;1;7 740,00;
HX-026;;3;7 424,00;1
HX-013;аналог hx-002;2;7 740,00;1
HX-009;;1;7 266,00;1
HX-004;;3;7 424,00;1
HX-002;аналог hx-013;2;7 898,00;1
HX-001;;2;7 424,00;1
HX25-001;;2;5 212,00;1
HTB-008R;;1;18 006,00;1
HT-005;;2;8 529,00;1
HT-002;;1;7 108,00;1
HE5-025B;;2;14 373,00;1
HE5-018;;2;12 794,00;1
HE5-008;;3;12 794,00;1
HE-040;;11;6 160,00;1
HE-024;;4;5 528,00;1
HE-021;;2;5 844,00;1
HE-012;;7;7 582,00;1
HE-010;;3;5 370,00;1
HE-009;;2;6 002,00;1
H1-001;;1;7 582,00;1
GTR-011G;;3;15 163,00;1
GTA-018;Старое GT42-018;3;13 426,00;1
GTA-012;;3;9 951,00;1
GTA-000;;2;31 274,00;
GT42-022;;3;10 899,00;
GT42-019-C;;7;12 478,00;1
GT42-002;;2;10 425,00;
GT40-028;;5;21 007,00;1
GT40-020;;7;13 426,00;1
TN-GT37-026;753481-1 only;3;15 637,00;
GT35-003;;2;10 425,00;1
